path,type,reason,likely_use,confidence
docs/rheakit-docs/node_modules/@csstools/postcss-text-decoration-shorthand/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-trigonometric-functions/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/postcss-unset-value/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@csstools/utilities/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/join-arrays.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/join-arrays.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/merge-with.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/merge-with.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/types.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/types.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/unique.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/unique.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/utils.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@docusaurus/types/node_modules/webpack-merge/dist/utils.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/authority_information_access.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/authority_key_identifier.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/basic_constraints.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/certificate_issuer.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/certificate_policies.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/crl_delta_indicator.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/crl_distribution_points.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/crl_freshest.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/crl_issuing_distribution_point.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/crl_number.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/crl_reason.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/entrust_version_info.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/extended_key_usage.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/inhibit_any_policy.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/invalidity_date.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/issuer_alternative_name.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/key_usage.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/name_constraints.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/policy_constraints.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/policy_mappings.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/private_key_usage_period.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/subject_alternative_name.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/subject_directory_attributes.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/subject_info_access.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/es2015/extensions/subject_key_identifier.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/authority_information_access.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/authority_key_identifier.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/basic_constraints.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/certificate_issuer.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/certificate_policies.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/crl_delta_indicator.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/crl_distribution_points.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/crl_freshest.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/crl_issuing_distribution_point.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/crl_number.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/crl_reason.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/entrust_version_info.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/extended_key_usage.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/inhibit_any_policy.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/invalidity_date.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/issuer_alternative_name.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/key_usage.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/name_constraints.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/policy_constraints.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/policy_mappings.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/private_key_usage_period.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/subject_alternative_name.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/subject_directory_attributes.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/subject_info_access.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/@peculiar/asn1-x509/build/types/extensions/subject_key_identifier.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/unevaluated/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/unevaluated/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/unevaluated/unevaluatedItems.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/unevaluated/unevaluatedItems.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/unevaluated/unevaluatedProperties.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/unevaluated/unevaluatedProperties.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/const.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/const.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/dependentRequired.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/dependentRequired.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/enum.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/enum.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitContains.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitContains.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitItems.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitItems.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitLength.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitLength.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitNumber.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitNumber.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitProperties.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/limitProperties.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/multipleOf.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/multipleOf.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/pattern.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/pattern.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/required.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/required.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/uniqueItems.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/ajv/dist/vocabularies/validation/uniqueItems.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/baseline-browser-mapping/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/baseline-browser-mapping/dist/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/KeyValue.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/KeyValue.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/browser.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/browser.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/dns-txt.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/dns-txt.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/mdns-server.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/mdns-server.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/registry.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/registry.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/service-types.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/service-types.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/service.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/service.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/utils/dns-equal.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/utils/dns-equal.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/utils/equal-txt.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/utils/equal-txt.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/utils/filter-service.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/utils/filter-service.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/utils/filter-txt.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bonjour-service/dist/lib/utils/filter-txt.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bundle-name/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bundle-name/package.json,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/cjs/bit.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/cjs/bit_stream.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/cjs/byte_stream.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/cjs/helpers.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/cjs/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/cjs/seq_bit_stream.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/cjs/seq_stream.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/mjs/bit.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/mjs/bit_stream.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/mjs/byte_stream.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/mjs/helpers.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/mjs/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/mjs/seq_bit_stream.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/mjs/seq_stream.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/types/bit.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/types/bit_stream.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/types/byte_stream.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/types/helpers.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/types/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/types/seq_bit_stream.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/bytestreamjs/build/types/seq_stream.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/cacheable-request/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/cacheable-request/dist/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/cacheable-request/dist/types.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/cacheable-request/dist/types.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/camel-case/dist/index.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/camel-case/dist/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/camel-case/dist/index.spec.d.ts,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/camel-case/dist/index.spec.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/caniuse-api/dist/index.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/caniuse-api/dist/utils.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/caniuse-lite/dist/lib/statuses.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/caniuse-lite/dist/lib/supported.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/caniuse-lite/dist/unpacker/agents.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/caniuse-lite/dist/unpacker/browserVersions.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
docs/rheakit-docs/node_modules/caniuse-lite/dist/unpacker/browsers.js,component_or_asset,path/extension matches UI surface,"frontend reconstruction, visual mapping, component linkage",0.68
