"Title","URL","Description","h1 headings","h2 headings","h3 headings","h4 headings","Title length","Description length","Response time","Content","Link count","Word count","Possible duplicates","Internal backlinks","Last modified","Robots","Canonical","Image count","Image weight","Depth","Internal links","External links","Redirects to here"
"Tinder Swipe - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-tinder-swipe","A prefab that makes a stack of cards swipable.","Tinder Swipe","Overview, Controls, Resources, Catch Up","Threshold, Y Dampening, Max Rotation, Offset Cards, Haptics, Outlets","","29","46","0.75381 s","333kb","30","337","","14","","","https://docs.createwithplay.com/en/articles/prefab-tinder-swipe","7","15kb","2","88","0","0"
"Preview - Createwithplay","https://docs.createwithplay.com/en/articles/preview","","Preview","Overview, Device, Bezel, Size","","","24","0","0.41649 s","331kb","28","412","","24","","","https://docs.createwithplay.com/en/articles/preview","7","15kb","2","87","0","0"
"Print - Createwithplay","https://docs.createwithplay.com/en/articles/print-action","An action that displays a value for debugging.","Print","Overview, Action Properties, Debugging with Print Actions","Title, Value","","22","46","0.41621 s","363kb","100","581","","82","","","https://docs.createwithplay.com/en/articles/print-action","7","15kb","2","159","0","0"
"Text Contrast (Luminance) - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-text-contrast-luminance","","Text Contrast (Luminance)","Overview, Controls","Contrast Ratio, Min Brightness, BG Container","","42","0","0.80149 s","319kb","25","291","","9","","","https://docs.createwithplay.com/en/articles/prefab-text-contrast-luminance","7","15kb","2","83","0","0"
"Weather API - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-weather-api","A prefab that uses data from WeatherAPI.com.","Weather API","Overview, Prefab Controls, Get API Data, Populate Data, Resources, Weather API Learn Project","Fetch Onload, API Key, Lat, Lon, API Loading, API Response, API Error, Spinner, Map Location Input","Break the expression down","28","44","0.69651 s","366kb","27","596","","11","","","https://docs.createwithplay.com/en/articles/prefab-weather-api","7","15kb","2","86","0","0"
"Corner Radius Styles - Createwithplay","https://docs.createwithplay.com/en/articles/radius-styles","","Corner Radius Styles","Overview","","","37","0","0.43807 s","299kb","28","293","","49","","","https://docs.createwithplay.com/en/articles/radius-styles","7","15kb","2","86","0","0"
"Rive / Set View Model - Createwithplay","https://docs.createwithplay.com/en/articles/rive-set-view-model-action","An action that changes a Rive file’s View Model.","Rive / Set View Model","Overview, Action Properties","Target, Type","Artboard, View Model, Instance, View Model, Instance, To View Model, To Instance","38","48","0.48286 s","362kb","98","487","","82","","","https://docs.createwithplay.com/en/articles/rive-set-view-model-action","7","15kb","2","156","0","0"
"Rive / Set Data Model List - Createwithplay","https://docs.createwithplay.com/en/articles/rive-set-data-model-list-action","An action that modifies a Rive list.","Rive / Set Data Model List","Overview, Action Properties","Target, View Model, List, Action","View Model, Instance, View Model, Instance, Index, View Model, Property, Index, Value, Index 1, Index 2, View Model, Instance, Index","43","36","0.71485 s","389kb","98","771","","82","","","https://docs.createwithplay.com/en/articles/rive-set-data-model-list-action","7","15kb","2","156","0","0"
"Rive Overview - Createwithplay","https://docs.createwithplay.com/en/articles/rive-overview","","Rive Overview","Overview, Upload Rive Files, Use Data Binding, Learn more about Rive / Set View Model actions, Learn more about View Models in Rive, Learn more about Rive / Data Model Property actions, Learn more about Data Model Properties in Rive, Learn more about Rive / Set Data Model List actions, Learn more about Data Model Lists in Rive, Learn more about Rive Event triggers, Set Playback, Inputs, and More, Learn more about Set Rive Playback actions, Learn more about Rive Animations, Learn more about Set Rive Input actions, Learn more about Inputs and State Machines in Rive, Learn more about Set Rive Artboard actions, Learn more about Artboards in Rive, Learn more about Rive / Set Text actions, Learn more about Text Runs in Rive, Learn more about Set Rive Mute actions, Learn more about Set Rive Volume actions, Learn more about Rive Event triggers, Learn more about Rive Events","Set a View Model Instance, Set a Data Model Property, Set a Data Model List, Trigger Interactions when Bound Data Changes, Set Playback, Set Input, Set Artboard, Set Text, Set Audio, Rive Event","","30","0","0.78387 s","371kb","33","882","","267","","","https://docs.createwithplay.com/en/articles/rive-overview","7","15kb","2","91","0","0"
"Set Audio Mute - Createwithplay","https://docs.createwithplay.com/en/articles/set-audio-mute-action","An action that mutes the sound of an audio file.","Set Audio Mute","Overview, Action Properties","Audio, Mute","","31","48","0.44554 s","345kb","98","363","","83","","","https://docs.createwithplay.com/en/articles/set-audio-mute-action","7","15kb","2","156","0","0"
"Set Color - Createwithplay","https://docs.createwithplay.com/en/articles/set-color-action","An action that sets an object's color.","Set Color","Overview, Properties","Target, Property, Set To","","26","38","0.71217 s","357kb","100","516","","82","","","https://docs.createwithplay.com/en/articles/set-color-action","7","15kb","2","158","0","0"
"Set Haptic - Createwithplay","https://docs.createwithplay.com/en/articles/set-haptic-action","An action that plays haptic feedback.","Set Haptic","Overview, Action Properties, Resources, Haptics Template, short_haptic.json, long_haptic.json, long_knocks_haptic.json, gradient_haptic.json","Type, File","","27","37","0.69084 s","363kb","98","437","","82","","","https://docs.createwithplay.com/en/articles/set-haptic-action","7","15kb","2","156","0","0"
"Set Map Location - Createwithplay","https://docs.createwithplay.com/en/articles/set-map-location-action","An action that set's a native map's location.","Set Map Location","Overview, Action Properties","Map, Type, Latitude, Longitude, Altitude, Offset X, Offset Y, Animate","","33","45","0.50516 s","361kb","99","514","","83","","","https://docs.createwithplay.com/en/articles/set-map-location-action","7","15kb","2","157","0","0"
"Set Lens - Createwithplay","https://docs.createwithplay.com/en/articles/set-lens-action","An action that changes a camera element's lens.","Set Lens","Overview, Action Properties","Target, Mode, Lens, Digital Zoom, Animate Zoom","","25","47","0.61920 s","354kb","99","447","","84","","","https://docs.createwithplay.com/en/articles/set-lens-action","7","15kb","2","157","0","0"
"Set Property - Createwithplay","https://docs.createwithplay.com/en/articles/set-property-action","An action that adjusts an object property.","Set Property","Overview, Action Properties","Target, Property, Value, Animate","","29","42","0.84335 s","360kb","99","586","","83","","","https://docs.createwithplay.com/en/articles/set-property-action","7","15kb","2","157","0","0"
"Set SF Symbol Effect - Createwithplay","https://docs.createwithplay.com/en/articles/set-sf-symbol-effect-action","An action that animates an SF Symbol icon.","Set SF Symbol Effect","Overview, Action Properties","Target, Animation, Scope, Scope","Direction, Direction, By Layer, Speed, Repeat, Direction, By Layer, Speed, Repeat, Direction, By Layer, Speed, Layer Style, Hide Inactive Layers, Auto-Reverse, Speed, Repeat","37","42","0.42737 s","401kb","98","963","","84","","","https://docs.createwithplay.com/en/articles/set-sf-symbol-effect-action","7","15kb","2","156","0","0"
"Set Shadow - Createwithplay","https://docs.createwithplay.com/en/articles/set-shadow-action","An action that adjusts an object's shadow.","Set Shadow","Overview, Action Properties","Target, Shadow Index, Offset X & Y, Blur, Spread, Opacity, Color, Animate","","27","42","0.41408 s","362kb","98","565","","82","","","https://docs.createwithplay.com/en/articles/set-shadow-action","7","15kb","2","156","0","0"
"Set Rive Volume - Createwithplay","https://docs.createwithplay.com/en/articles/set-rive-volume","An action that adjusts the volume of a Rive file.","Set Rive Volume","Overview, Action Properties","Target, Volume","","32","49","0.54660 s","346kb","100","396","","83","","","https://docs.createwithplay.com/en/articles/set-rive-volume","7","15kb","2","158","0","0"
"Set Rive Mute - Createwithplay","https://docs.createwithplay.com/en/articles/set-rive-mute-action","An action that mutes the sound of an audio file.","Set Rive Mute","Overview, Action Properties","Target, Mute","","30","48","0.84408 s","345kb","99","364","","83","","","https://docs.createwithplay.com/en/articles/set-rive-mute-action","7","15kb","2","157","0","0"
"Set State - Createwithplay","https://docs.createwithplay.com/en/articles/set-state-action","An action that changes a component's state.","Set State","Overview, Action Properties, Resources, Accordions, Select One to Enable, Expanding Cards, Change Header on Scroll","Target, State, Invert Other Instances, Animate","","26","43","0.51933 s","364kb","101","491","","84","","","https://docs.createwithplay.com/en/articles/set-state-action","7","15kb","2","159","0","0"
"Set Sheet Detent - Createwithplay","https://docs.createwithplay.com/en/articles/set-sheet-detent-action","An action that changes an open sheet's detent.","Set Sheet Detent","Overview, Action Properties","Detent, Animate","","33","46","0.63629 s","345kb","99","388","","82","","","https://docs.createwithplay.com/en/articles/set-sheet-detent-action","7","15kb","2","157","0","0"
"Show Alert - Createwithplay","https://docs.createwithplay.com/en/articles/show-alert-action","An action that display a native alert.","Show Alert","Overview, Action Properties","Target, Alert","","27","38","0.42562 s","345kb","99","378","","85","","","https://docs.createwithplay.com/en/articles/show-alert-action","7","15kb","2","157","0","0"
"Set Text - Createwithplay","https://docs.createwithplay.com/en/articles/set-text-action","An action that adds copy to a text element.","Set Text","Overview, Action Properties, Resources, Native Controls, Saving Data Across Pages","Target, Text, Delay","","25","43","0.74082 s","355kb","100","410","","86","","","https://docs.createwithplay.com/en/articles/set-text-action","7","15kb","2","158","0","0"
"SF Symbol - Createwithplay","https://docs.createwithplay.com/en/articles/sf-symbol","An element that displays an icon.","SF Symbol","Overview, Properties, Resources, Apple Human Interface Guidelines for SF Symbols","SF Symbol, Size, Weight, Scale, Rendering Mode., Color(s)., Tint Adjustment Mode., Variable Fill., Align to Baseline.","","26","33","0.54581 s","398kb","56","668","","36","","","https://docs.createwithplay.com/en/articles/sf-symbol","7","15kb","2","115","0","0"
"Set Variable - Createwithplay","https://docs.createwithplay.com/en/articles/set-variable-action","An action that changes the value of a variable.","Set Variable","Overview, Action Properties, Resources, Learn Interactions 2.0, Saving Data Across Pages, Grid Prefab, Saving Textfields, Variable with Native Control, Pomodoro","Variable, Value","","29","47","0.69808 s","362kb","100","442","","85","","","https://docs.createwithplay.com/en/articles/set-variable-action","7","15kb","2","158","0","0"
"Slider - Createwithplay","https://docs.createwithplay.com/en/articles/slider","A native element that slides to change a value.","Slider","Overview, Properties, Resources, Slider Event Trigger, Apple Human Interface Guidelines for Sliders, Apple Developer Documentation for Sliders","Value, Step, Min, Max, Min Symbol, Max Symbol, Round To, Neutral Value, Ticks, Customize","Snap to Ticks, Colors, Symbol Colors","23","47","0.71765 s","430kb","56","672","","34","","","https://docs.createwithplay.com/en/articles/slider","7","15kb","2","115","0","0"
"Stacks - Createwithplay","https://docs.createwithplay.com/en/articles/stacks","An element that contains other elements.","Stacks","Overview, Properties","Direction, Alignment, Distribution, Gap, Scrolling, Scroll Effects, Trigger, Alignment, Trigger Area, Clamp Values, Mirror Animations, Values, Scroll Edge Effect","Paging, Deceleration Rate, Delay Content Touches, Vertical & Horizontal Scrolling, Indicator is Hidden, Indicator Insets, Indicator Style, Bounces, Always Bounce Vertical & Horizontal","23","40","0.42347 s","423kb","55","1121","","36","","","https://docs.createwithplay.com/en/articles/stacks","7","15kb","2","114","0","0"
"Spacer - Createwithplay","https://docs.createwithplay.com/en/articles/spacer","An element that fills unused space.","Spacer","Overview, Resources, Apple Developer Documentation for Spacers","","","23","35","0.64203 s","316kb","54","243","","32","","","https://docs.createwithplay.com/en/articles/spacer","7","15kb","2","112","0","0"
"Speech - Createwithplay","https://docs.createwithplay.com/en/articles/speech-trigger","A trigger that listens for spoken words.","Speech","Overview, Trigger Properties, Expression Editor Properties","Trigger, Words, Stop on Match, Auto Start, Language, Uses Continuously, Max Silence, Max Speech Duration, Is Enabled, Output, Error","","23","40","0.40897 s","411kb","55","790","","39","","","https://docs.createwithplay.com/en/articles/speech-trigger","7","15kb","2","114","0","0"
"Start and Stop Speech - Createwithplay","https://docs.createwithplay.com/en/articles/start-and-stop-speech-actions","Actions that start or stop a Speech trigger.","Start and Stop Speech","Overview, Action Properties","Target, Speech, Language","","38","44","0.41627 s","356kb","100","462","","84","","","https://docs.createwithplay.com/en/articles/start-and-stop-speech-actions","7","15kb","2","159","0","0"
"Snapshot - Createwithplay","https://docs.createwithplay.com/en/articles/snapshot-action","An action that captures an object's view.","Snapshot","Overview, Action Properties, Expression Editor Properties","Target, Snapshot Image","","25","41","0.73962 s","354kb","100","398","","82","","","https://docs.createwithplay.com/en/articles/snapshot-action","7","15kb","2","158","0","0"
"Spacing Styles - Createwithplay","https://docs.createwithplay.com/en/articles/spacing-styles","","Spacing Styles","Overview","","","31","0","0.60811 s","313kb","28","444","","50","","","https://docs.createwithplay.com/en/articles/spacing-styles","7","15kb","2","87","0","0"
"Start and Stop Timer - Createwithplay","https://docs.createwithplay.com/en/articles/start-and-stop-timer-actions","Actions that start or stop a Timer trigger.","Start and Stop Timer","Overview, Action Properties","Target, Timer","","37","43","0.59428 s","346kb","99","396","","85","","","https://docs.createwithplay.com/en/articles/start-and-stop-timer-actions","7","15kb","2","157","0","0"
"Styles - Createwithplay","https://docs.createwithplay.com/en/articles/styles","","Styles","Overview, Types of Styles","","","23","0","0.46484 s","315kb","33","324","","75","","","https://docs.createwithplay.com/en/articles/styles","7","15kb","2","92","0","0"
"SVG - Createwithplay","https://docs.createwithplay.com/en/articles/svg","An element that displays a vector.","SVG","Overview, Properties","SVG, Content Mode, Tint","","20","34","0.67837 s","335kb","56","373","","32","","","https://docs.createwithplay.com/en/articles/svg","7","15kb","2","114","0","0"
"Switch - Createwithplay","https://docs.createwithplay.com/en/articles/switch","A native element that toggles on and off.","Switch","Overview, Properties, Resources, Switch Event Trigger, Apple Human Interface Guidelines for Switches, Apple Developer Documentation for Switches","Value, Tint Color","","23","41","0.64366 s","351kb","56","295","","33","","","https://docs.createwithplay.com/en/articles/switch","7","15kb","2","115","0","0"
"Tab Bar - Createwithplay","https://docs.createwithplay.com/en/articles/tab-bar","","Tab Bar","Overview, Adding a Tab Bar, Tab Bar Properties, Managing Tab Bar Items, Tab Bar Interactions, Custom Tab Bars, Apple Human Interface Guidelines for Tab Bars, Apple Developer Documentation for Tab Bars","Items, Label Style, Customize","Default Icon, Selected Icon, Title, Edit Badge, Link, More Menu, Blur Effect, Selected, Unselected, Bar Fill, Item Position, Title Gap","24","0","0.69770 s","390kb","28","888","","49","","","https://docs.createwithplay.com/en/articles/tab-bar","7","15kb","2","87","0","0"
"System Fonts - Createwithplay","https://docs.createwithplay.com/en/articles/system-fonts","","System Fonts","Overview, System Font Properties, System Styles, Accessibility","Design, Width, Accessibility for System, Accessibility for Custom Fonts","Scale Relative To, Bold Variant","29","0","0.69790 s","332kb","29","805","","52","","","https://docs.createwithplay.com/en/articles/system-fonts","7","15kb","2","88","0","0"
"System Colors - Createwithplay","https://docs.createwithplay.com/en/articles/system-colors","","System Colors","Overview, Use System Colors","","","30","0","0.80751 s","300kb","28","287","","50","","","https://docs.createwithplay.com/en/articles/system-colors","7","15kb","2","86","0","0"
"Text Field - Createwithplay","https://docs.createwithplay.com/en/articles/text-field","A native element for inputting text.","Text Field","Overview, Properties, Resources, Text Field Event Trigger, Set Text Action, Apple Human Interface Guidelines for Text Fields, Apple Developer Documentation for Text Fields","Placeholder Text, Value, Text Field Style, Customize, Keyboard, Show Clear Button, Password, Tag","Colors, Text Properties, Type, Return Key, Dismiss Keyboard on Return Key, Auto-Capitalization, Auto-Correction, Text Content Type, Dismiss Button","27","36","0.53876 s","465kb","59","958","","34","","","https://docs.createwithplay.com/en/articles/text-field","7","15kb","2","117","0","0"
"Text - Createwithplay","https://docs.createwithplay.com/en/articles/text","An element that displays text data.","Text","Overview, Properties, Resources, Text Event Trigger, Set Text Action","Text, Font / Style, Weight, Size, Design, Fill, Spacing, Align, More, Editable Text, Text Linking","Transform, Decoration, Stylistic Sets, Is Editable, Is Selectable, Keyboard, Return Key, Dismiss Keyboard on Return Key, Auto-Capitalization, Auto-Correction, Text Content Type, Dismiss Button","21","35","0.82904 s","506kb","58","1290","","43","","","https://docs.createwithplay.com/en/articles/text","7","15kb","2","117","0","0"
"Timer - Createwithplay","https://docs.createwithplay.com/en/articles/timer-trigger","A continuous trigger that fires every X seconds.","Timer","Overview, Trigger Properties, Resources, Timer Template, Timer Project","Interval, Auto Start, Repeat, Fires Immediately","","22","48","0.85570 s","334kb","55","344","","40","","","https://docs.createwithplay.com/en/articles/timer-trigger","7","15kb","2","113","0","0"
"Toggle Tab Bar - Createwithplay","https://docs.createwithplay.com/en/articles/toggle-tab-bar-action","An action that shows or hides a native tab bar.","Toggle Tab Bar","Overview, Action Properties","Visibility, Animated","","31","47","0.80318 s","345kb","99","386","","82","","","https://docs.createwithplay.com/en/articles/toggle-tab-bar-action","7","15kb","2","157","0","0"
"Type Styles - Createwithplay","https://docs.createwithplay.com/en/articles/type-styles","","Type Styles","Overview","","","28","0","0.64482 s","318kb","30","565","","52","","","https://docs.createwithplay.com/en/articles/type-styles","7","15kb","2","89","0","0"
"Video - Createwithplay","https://docs.createwithplay.com/en/articles/video","An element that displays a video.","Video","Overview, Properties, Expression Editor Properties, Resources, Video Event Trigger, Set Video Action, Set Video Playback Action, Video Controls","Video, Content Mode, Native Controls, Auto Play, Loop, Rate, Mute, Current Time, Current Percent, Is Playing, Total Time","","22","33","0.46033 s","409kb","58","620","","35","","","https://docs.createwithplay.com/en/articles/video","7","15kb","2","116","0","0"
"Web View - Createwithplay","https://docs.createwithplay.com/en/articles/web-view","An element that loads in a URL.","Web View","Overview, Properties, Resources, Apple Human Interface Guidelines for Web Views, Apple Developer Documentation for Web Views","URL, Allow Navigation Gestures","","25","31","0.50969 s","335kb","55","283","","33","","","https://docs.createwithplay.com/en/articles/web-view","7","15kb","2","113","0","0"
"Paid Plans & Upgrades - Createwithplay","https://docs.createwithplay.com/en/articles/plans-and-upgrades","Description of your new file.","Paid Plans & Upgrades","Overview, Play's Web Dashboard, Upgrading, Downgrading, and Canceling Plans, Student Discounts","Paid Plans","","38","29","0.78076 s","324kb","29","690","","4","","","https://docs.createwithplay.com/en/articles/plans-and-upgrades","7","15kb","2","87","0","0"
