"Title","URL","Description","h1 headings","h2 headings","h3 headings","h4 headings","Title length","Description length","Response time","Content","Link count","Word count","Possible duplicates","Internal backlinks","Last modified","Robots","Canonical","Image count","Image weight","Depth","Internal links","External links","Redirects to here"
"Object Properties - Createwithplay","https://docs.createwithplay.com/en/articles/object-properties","Expression Editor values for objects' properties.","Object Properties","Overview, Accessing Object Properties, Selection Helpers, Object Properties","Appearance, Background Color, Border Bottom Left Radius, Border Bottom Right Radius, Border Top Left Radius, Border Top Right Radius, Child Count, Current State, Height, Index, is Decelerating, is Hidden, is Scroll Animating, is Scroll Enabled, is Zoom Enabled, Layer Blur, Margin Bottom, Margin Left, Margin Right, Margin Top, Max X, Max Y, Max Zoom Scale, Mid X, Mid Y, Min X, Min Y, Min Zoom Scale, Offset X, Offset Y, Opacity, Origin X, Origin Y, Padding Bottom, Padding Left, Padding Right, Padding Top, Parent, Parent X, Parent Y, Percent Scrolled X, Percent Scrolled Y, Pin Type, Position, Progressive Blur, Radius, Rotation X, Rotation Y, Rotation Z, Scale, Scale X, Scale Y, Screen X, Screen Y, Scroll Index X, Scroll Index Y, Scroll X, Scroll Y, Self, Stack Axis, Stack Gap, Translate X, Translate Y, Translate Z, Visible Count, Visible Index, Width, Z Index, Zoom Scale","","34","49","0.65440 s","893kb","174","1501","","1135","","","https://docs.createwithplay.com/en/articles/object-properties","7","15kb","3","233","0","0"
"Color Properties - Createwithplay","https://docs.createwithplay.com/en/articles/color-properties","Expression Editor values for colors' properties.","Color Properties","Overview, Accessing Color Properties, Color Properties","Get Alpha, Get Blue, Get Brightness, Get Green, Get HEX, Get Hue, Get Lightness, Get Red, Get Saturation, Set Alpha, Set Blue, Set Brightness, Set Green, Set HSB, Set HSL, Set HEX, Set Hue, Set Lightness, Set RGBA, Set Red, Set Saturation, To HSB, To HSL, To RGB","","33","48","0.50297 s","504kb","81","665","","654","","","https://docs.createwithplay.com/en/articles/color-properties","7","15kb","3","139","0","0"
"Equations - Createwithplay","https://docs.createwithplay.com/en/articles/equations","","Equations","","","","26","0","0.84669 s","307kb","27","207","","587","","","https://docs.createwithplay.com/en/articles/equations","7","15kb","3","85","0","0"
"Text - Createwithplay","https://docs.createwithplay.com/en/articles/text","An element that displays text data.","Text","Overview, Properties, Resources, Text Event Trigger, Set Text Action","Text, Font / Style, Weight, Size, Design, Fill, Spacing, Align, More, Editable Text, Text Linking","Transform, Decoration, Stylistic Sets, Is Editable, Is Selectable, Keyboard, Return Key, Dismiss Keyboard on Return Key, Auto-Capitalization, Auto-Correction, Text Content Type, Dismiss Button","21","35","0.77052 s","506kb","111","1290","","643","","","https://docs.createwithplay.com/en/articles/text","7","15kb","3","170","0","0"
"Image - Createwithplay","https://docs.createwithplay.com/en/articles/image","An element that displays an image.","Image","Overview, Properties, Resources, Image Event Trigger, Set Image Action","Image, Content Mode, Rendering Mode, Tint Adjustment Mode, Tint, Fade In On Load","","22","34","0.85756 s","389kb","76","591","","462","","","https://docs.createwithplay.com/en/articles/image","7","15kb","3","135","0","0"
"SF Symbol - Createwithplay","https://docs.createwithplay.com/en/articles/sf-symbol","An element that displays an icon.","SF Symbol","Overview, Properties, Resources, Apple Human Interface Guidelines for SF Symbols","SF Symbol, Size, Weight, Scale, Rendering Mode., Color(s)., Tint Adjustment Mode., Variable Fill., Align to Baseline.","","26","33","0.79972 s","398kb","81","668","","524","","","https://docs.createwithplay.com/en/articles/sf-symbol","7","15kb","3","140","0","0"
"Stacks - Createwithplay","https://docs.createwithplay.com/en/articles/stacks","An element that contains other elements.","Stacks","Overview, Properties","Direction, Alignment, Distribution, Gap, Scrolling, Scroll Effects, Trigger, Alignment, Trigger Area, Clamp Values, Mirror Animations, Values, Scroll Edge Effect","Paging, Deceleration Rate, Delay Content Touches, Vertical & Horizontal Scrolling, Indicator is Hidden, Indicator Insets, Indicator Style, Bounces, Always Bounce Vertical & Horizontal","23","40","1.48648 s","423kb","104","1121","","518","","","https://docs.createwithplay.com/en/articles/stacks","7","15kb","3","163","0","0"
"Web View - Createwithplay","https://docs.createwithplay.com/en/articles/web-view","An element that loads in a URL.","Web View","Overview, Properties, Resources, Apple Human Interface Guidelines for Web Views, Apple Developer Documentation for Web Views","URL, Allow Navigation Gestures","","25","31","0.61699 s","335kb","66","283","","423","","","https://docs.createwithplay.com/en/articles/web-view","7","15kb","3","124","0","0"
"Activity Indicator - Createwithplay","https://docs.createwithplay.com/en/articles/activity-indicator","A native element that communicates loading.","Activity Indicator","Overview, Properties, Resources, Set Activity Indicator Action","Style, Color, Start Animating, Hides When Stopped","","35","43","1.30460 s","371kb","71","385","","418","","","https://docs.createwithplay.com/en/articles/activity-indicator","7","15kb","3","130","0","0"
"Slider - Createwithplay","https://docs.createwithplay.com/en/articles/slider","A native element that slides to change a value.","Slider","Overview, Properties, Resources, Slider Event Trigger, Apple Human Interface Guidelines for Sliders, Apple Developer Documentation for Sliders","Value, Step, Min, Max, Min Symbol, Max Symbol, Round To, Neutral Value, Ticks, Customize","Snap to Ticks, Colors, Symbol Colors","23","47","0.95450 s","430kb","89","672","","468","","","https://docs.createwithplay.com/en/articles/slider","7","15kb","3","148","0","0"
"Speech - Createwithplay","https://docs.createwithplay.com/en/articles/speech-trigger","A trigger that listens for spoken words.","Speech","Overview, Trigger Properties, Expression Editor Properties","Trigger, Words, Stop on Match, Auto Start, Language, Uses Continuously, Max Silence, Max Speech Duration, Is Enabled, Output, Error","","23","40","0.50992 s","411kb","84","790","","420","","","https://docs.createwithplay.com/en/articles/speech-trigger","7","15kb","3","143","0","0"
"Color Well - Createwithplay","https://docs.createwithplay.com/en/articles/color-well","A native element that selects a color.","Color Well","Overview, Properties, Expression Editor Properties, Resources, Color Picker Event, Apple Human Interface Guidelines for Color Wells, Apple Developer Documentation for Color Wells","Title, Color","","27","38","0.50458 s","342kb","69","281","","433","","","https://docs.createwithplay.com/en/articles/color-well","7","15kb","3","128","0","0"
"Chart - Createwithplay","https://docs.createwithplay.com/en/articles/chart","A native element that displays data.","Chart","Overview, Properties, Resources, Apple Human Interface Guidelines for Charts, Apple Developer Documentation for Charts","Type, Interpolation, Shape, Count, Noise, Series, Stacking, Legend, Axes, Series 1, 2, 3","Position, Alignment, Categories, Gap","22","36","0.58653 s","368kb","90","701","","452","","","https://docs.createwithplay.com/en/articles/chart","7","15kb","3","149","0","0"
"Camera - Createwithplay","https://docs.createwithplay.com/en/articles/camera","An native element that uses the device's camera.","Camera","Overview, Properties, Resources, Capture Action, Set Preview Action, Set Lens Action, Apple Developer Documentation for Camera Views","Mode, Lens, Digital Zoom, Content Mode, Quality, FPS, Show Preview, Pinch to Zoom","","23","48","0.73644 s","348kb","81","464","","491","","","https://docs.createwithplay.com/en/articles/camera","7","15kb","3","139","0","0"
"Audio Waveform - Createwithplay","https://docs.createwithplay.com/en/articles/audio-waveform","An element that visualizes audio.","Audio Waveform","Overview, Properties, Resources, Waveform / Toggle Live Action, Waveform / Set Input Action, Set Audio Action, Set Audio Volume Action, Set Audio Mute Action, Audio Waveform Template, Music Multi-Track Project","Input, Mode, Listen on Start, Spectrum, Alignment, Style, Default Style Options, Bar Style Options, Curved Style Options","","31","33","1.05159 s","380kb","87","813","","465","","","https://docs.createwithplay.com/en/articles/audio-waveform","7","15kb","3","146","0","0"
"Date Picker - Createwithplay","https://docs.createwithplay.com/en/articles/date-picker","A native element that selects a date or time.","Date Picker","Overview, Properties, Expression Editor Properties, Resources, Date Picker Event, Date Picker Project, Apple Human Interface Guidelines for Pickers & Date Pickers, Apple Developer Documentation for Date Pickers","Mode, Style, Tint Color, Value, Day, Month, Year, Hour, Minute, Second","","28","45","0.91795 s","497kb","85","837","","443","","","https://docs.createwithplay.com/en/articles/date-picker","7","15kb","3","144","0","0"
"Picker - Createwithplay","https://docs.createwithplay.com/en/articles/picker","A native element that selects a value.","Picker","Overview, Properties, Resources, Picker Event Trigger, Apple Human Interface Guidelines for Pickers, Apple Developer Documentation for Pickers","Column 1, 2, 3","","23","38","0.64320 s","355kb","65","316","","421","","","https://docs.createwithplay.com/en/articles/picker","7","15kb","3","124","0","0"
"Page Loader - Createwithplay","https://docs.createwithplay.com/en/articles/page-loader","An element that loads in another page.","Page Loader","Overview, Properties, Resources, Page Loader Event, Set Page Loader","Page","","28","38","0.69663 s","323kb","66","237","","444","","","https://docs.createwithplay.com/en/articles/page-loader","7","15kb","3","124","0","0"
"Spacer - Createwithplay","https://docs.createwithplay.com/en/articles/spacer","An element that fills unused space.","Spacer","Overview, Resources, Apple Developer Documentation for Spacers","","","23","35","0.59962 s","316kb","59","243","","432","","","https://docs.createwithplay.com/en/articles/spacer","7","15kb","3","117","0","0"
"Switch - Createwithplay","https://docs.createwithplay.com/en/articles/switch","A native element that toggles on and off.","Switch","Overview, Properties, Resources, Switch Event Trigger, Apple Human Interface Guidelines for Switches, Apple Developer Documentation for Switches","Value, Tint Color","","23","41","0.99717 s","351kb","67","295","","419","","","https://docs.createwithplay.com/en/articles/switch","7","15kb","3","126","0","0"
"SVG - Createwithplay","https://docs.createwithplay.com/en/articles/svg","An element that displays a vector.","SVG","Overview, Properties","SVG, Content Mode, Tint","","20","34","0.91388 s","335kb","67","373","","431","","","https://docs.createwithplay.com/en/articles/svg","7","15kb","3","125","0","0"
"Text Field - Createwithplay","https://docs.createwithplay.com/en/articles/text-field","A native element for inputting text.","Text Field","Overview, Properties, Resources, Text Field Event Trigger, Set Text Action, Apple Human Interface Guidelines for Text Fields, Apple Developer Documentation for Text Fields","Placeholder Text, Value, Text Field Style, Customize, Keyboard, Show Clear Button, Password, Tag","Colors, Text Properties, Type, Return Key, Dismiss Keyboard on Return Key, Auto-Capitalization, Auto-Correction, Text Content Type, Dismiss Button","27","36","0.89479 s","465kb","100","958","","501","","","https://docs.createwithplay.com/en/articles/text-field","7","15kb","3","158","0","0"
"Video - Createwithplay","https://docs.createwithplay.com/en/articles/video","An element that displays a video.","Video","Overview, Properties, Expression Editor Properties, Resources, Video Event Trigger, Set Video Action, Set Video Playback Action, Video Controls","Video, Content Mode, Native Controls, Auto Play, Loop, Rate, Mute, Current Time, Current Percent, Is Playing, Total Time","","22","33","1.05624 s","409kb","89","620","","479","","","https://docs.createwithplay.com/en/articles/video","7","15kb","3","147","0","0"
"Scroll Progress Bar - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-scroll-progress-bar","A prefab that create a progress bar on scroll.","Scroll Progress Bar","Overview, Controls, Resources, Hide Header","Progress Bar, Fill Direction","","36","46","0.67048 s","329kb","41","248","","109","","","https://docs.createwithplay.com/en/articles/prefab-scroll-progress-bar","7","15kb","4","100","0","0"
"Weather API - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-weather-api","A prefab that uses data from WeatherAPI.com.","Weather API","Overview, Prefab Controls, Get API Data, Populate Data, Resources, Weather API Learn Project","Fetch Onload, API Key, Lat, Lon, API Loading, API Response, API Error, Spinner, Map Location Input","Break the expression down","28","44","0.86911 s","366kb","58","596","","163","","","https://docs.createwithplay.com/en/articles/prefab-weather-api","7","15kb","4","117","0","0"
"Hide Header on Scroll - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-hide-header-on-scroll","A prefab that hides a header.","Hide Header on Scroll","Overview, Controls, Resources, Hide Header","Header, Opacity, Offset Y, Duration","","38","29","0.74195 s","328kb","45","275","","113","","","https://docs.createwithplay.com/en/articles/prefab-hide-header-on-scroll","7","15kb","4","103","0","0"
"Bottom Drawer - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-bottom-drawer","A prefab that creates a bottom drawer.","Bottom Drawer","Overview, Controls","Target, Open Position, Closed Position, Snap to Position","","30","38","0.64084 s","323kb","43","261","","115","","","https://docs.createwithplay.com/en/articles/prefab-bottom-drawer","7","15kb","4","101","0","0"
"Tinder Swipe - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-tinder-swipe","A prefab that makes a stack of cards swipable.","Tinder Swipe","Overview, Controls, Resources, Catch Up","Threshold, Y Dampening, Max Rotation, Offset Cards, Haptics, Outlets","","29","46","0.90353 s","333kb","49","337","","121","","","https://docs.createwithplay.com/en/articles/prefab-tinder-swipe","7","15kb","4","107","0","0"
"Card Flip - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-card-flip","A prefab that flips a card.","Card Flip","Overview, Controls","Front, Back, Haptic, Duration","","26","27","0.86279 s","323kb","43","254","","115","","","https://docs.createwithplay.com/en/articles/prefab-card-flip","7","15kb","4","101","0","0"
"Make Draggable - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-make-draggable","A prefab that moves an object with your finger.","Make Draggable","Overview, Prefab Controls, Resources","Drag X, Drag Y, Delay, Haptics, Projects:","","31","47","0.70542 s","326kb","43","271","","113","","","https://docs.createwithplay.com/en/articles/prefab-make-draggable","7","15kb","4","101","0","0"
"NYTimes API - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-nytimes-api","A prefab that loads the NYT Top Stories.","NYTimes API","Overview, Prefab Controls, Get API Data, Populate Data, Resources, NYTimes API Learn Project","Fetch Onload, API Key, API Loading, API Response, API Error, Spinner","","28","40","0.52065 s","359kb","50","515","","158","","","https://docs.createwithplay.com/en/articles/prefab-nytimes-api","7","15kb","5","109","0","0"
"OpenAI API - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-openai-api","A prefab that uses OpenAI to respond to a prompt.","OpenAI API","Overview, Prefab Controls, Get API Data, Populate Data, Resources, OpenAI Chat Learn Project, OpenAI Generate Image Learn Project","Fetch Onload, Prompt, API Key, Model, Role, Remember Context, API Loading, API Response, API Error, Spinner, Textfield Input, Speech Input","","27","49","0.61167 s","391kb","63","736","","167","","","https://docs.createwithplay.com/en/articles/prefab-openai-api","7","15kb","5","122","0","0"
"Pexels API - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-pexels-api","A prefab that loads the Pexels videos.","Pexels API","Overview, Controls, Populate Data","Fetch Onload, Search Keyword, Image Pool, API Key, API Loading, API Response, API Error, Spinner","","27","38","0.82227 s","334kb","50","397","","161","","","https://docs.createwithplay.com/en/articles/prefab-pexels-api","7","15kb","5","108","0","0"
"Drag & Drop List - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-drag-and-drop-list","A prefab that allows users to rearrange list.","Drag & Drop List","Overview, Prefab Controls, Resources","Scale, Opacity, Duration, Spring, Touch Delay, Projects:","","33","45","1.26568 s","328kb","45","287","","111","","","https://docs.createwithplay.com/en/articles/prefab-drag-and-drop-list","7","15kb","5","103","0","0"
"Blend Color Children - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-blend-color-children","","Blend Color Children","Overview, Controls","Color A, Color B","","37","0","0.94774 s","314kb","34","227","","66","","","https://docs.createwithplay.com/en/articles/prefab-blend-color-children","7","15kb","6","92","0","0"
"Stack & Unstack - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-stack-and-unstack","A prefab that stacks a group of objects.","Stack & Unstack","Overview, Controls, Resources, Stack List","Overlap, Blur, Opacity, Scale, Stack On Load, Invert, Random Unstack, Stagger, Duration, Spring","","32","40","1.12688 s","339kb","50","414","","84","","","https://docs.createwithplay.com/en/articles/prefab-stack-and-unstack","7","15kb","6","108","0","0"
"Animate Into View - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-animate-into-view","A prefab that animates an object into view.","Animate Into View","Overview, Prefab Controls","Scale, Opacity, Blur, Translate Y, Delay, Duration, Spring, Trigger Window","","34","43","0.65328 s","329kb","45","281","","91","","","https://docs.createwithplay.com/en/articles/prefab-animate-into-view","7","15kb","6","103","0","0"
"Get Image Colors - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-get-image-colors","","Get Image Colors","Overview, Controls, Using Get Image Colors Prefabs","","","33","0","0.52954 s","325kb","32","226","","52","","","https://docs.createwithplay.com/en/articles/prefab-get-image-colors","7","15kb","7","90","0","0"
"Text Contrast (Luminance) - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-text-contrast-luminance","","Text Contrast (Luminance)","Overview, Controls","Contrast Ratio, Min Brightness, BG Container","","42","0","0.85457 s","319kb","36","291","","63","","","https://docs.createwithplay.com/en/articles/prefab-text-contrast-luminance","7","15kb","7","94","0","0"
"Text Contrast (Hue) - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-text-contrast-hue","","Text Contrast (Hue)","Overview, Controls","Contrast Ratio, Min Brightness, BG Container","","36","0","0.76501 s","319kb","36","303","","57","","","https://docs.createwithplay.com/en/articles/prefab-text-contrast-hue","7","15kb","7","94","0","0"
"Circular Grid - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-circular-grid","A prefab that lays out objects in a circle.","Circular Grid","Overview, Controls","Start, End, Radius","","30","43","1.08240 s","324kb","38","221","","76","","","https://docs.createwithplay.com/en/articles/prefab-circular-grid","7","15kb","8","97","0","0"
"Grid (Fill Width) - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-grid-fill-width","A prefab that stretches objects in a grid.","Grid (Fill Width)","Overview, Controls","Columns, Spacing, Auto Height","","34","42","0.65643 s","319kb","38","224","","74","","","https://docs.createwithplay.com/en/articles/prefab-grid-fill-width","7","15kb","9","96","0","0"
"Grid - Createwithplay","https://docs.createwithplay.com/en/articles/prefab-grid","A prefab that lays out objects in a grid.","Grid","Overview, Controls","Columns, Spacing, Auto Height","","21","41","0.95182 s","319kb","38","218","","75","","","https://docs.createwithplay.com/en/articles/prefab-grid","7","15kb","9","96","0","0"
